t,x,y,commanded_pitch,actual_pitch,airspeed
0.0,0.7501480957020786,-0.0004887923760000363,14.896902673401405,0.005958761069353799,75.01482549492745
0.01,1.5004448519535447,-0.001463462332221593,14.999999999999998,0.017697035368482297,75.02973893217245
0.02,2.250890807918413,-0.0029207333275793265,14.999999999999998,0.03499841870950518,75.04473708813822
0.03,3.0014864780770045,-0.0048569822067346695,14.999999999999998,0.05765203530644645,75.05981675440908
0.04,3.7522323531312063,-0.0072682539306589515,14.999999999999998,0.08545242633758031,75.0749747347427
0.05,4.503128900822851,-0.010150275915262144,14.999999999999998,0.11819944024924516,75.09020784269752
0.060000000000000005,5.254176566672248,-0.013498471986490238,14.999999999999998,0.15569812478489228,75.10551289983697
0.07,6.00537577464345,-0.017307975960143333,14.999999999999998,0.19775862072283032,75.1208867344553
0.08,6.756726927742486,-0.0215736448545175,14.999999999999998,0.24419605730615188,75.13632618077406
0.09,7.508230408554358,-0.026290071743826374,14.999999999999998,0.2948304493480494,75.15182807856112
0.09999999999999999,8.25988657972427,-0.031451598260212904,14.999999999999998,0.3494865959958283,75.16738927312785
0.10999999999999999,9.01169578438822,-0.037052326752017965,14.999999999999998,0.40799398113646784,75.18300661566278
0.11999999999999998,9.763658346557706,-0.04308613210583021,14.999999999999998,0.470186675426886,75.19867696386332
0.12999999999999998,10.515774571463075,-0.04954667323970097,14.999999999999998,0.5359032399317075,75.21439718282957
0.13999999999999999,11.268044745859644,-0.0564274042747688,14.999999999999998,0.6049866313512323,75.23016414618688
0.15,12.02046913830055,-0.06372158539240086,14.999999999999998,0.6772841088225583,75.24597473740656
0.16,12.773047999379912,-0.07142229338382214,14.999999999999998,0.7526471422762743,75.26182585129595
0.17,13.52578156194974,-0.0795224318990694,14.999999999999998,0.8309313223317022,75.27771439563176
0.18000000000000002,14.278670041313696,-0.08801474140197386,14.999999999999998,0.9119962717129022,75.2936372929122
0.19000000000000003,15.031713635400658,-0.09689180883774542,14.999999999999998,0.9957055581683173,75.30959148220553
0.20000000000000004,15.784912524920783,-0.10614607701960238,14.999999999999998,1.0819266088764994,75.32557392107476
0.21000000000000005,16.53826687350656,-0.11576985374076244,14.999999999999998,1.1705306263204893,75.34158158755915
0.22000000000000006,17.291776827841208,-0.12575532061798542,14.999999999999998,1.261392505613318,75.3576114821958
0.23000000000000007,18.045442517776475,-0.13609454167273385,14.999999999999998,1.354390753257429,75.37366063006519
0.24000000000000007,18.799264056441906,-0.14677947165589605,14.999999999999998,1.4494074073202365,75.38972608284668
0.25000000000000006,19.55324154034728,-0.15780196412189523,14.999999999999998,1.546327959008772,75.40580492087055
0.26000000000000006,20.307375049479916,-0.1691537792578911,14.999999999999998,1.645041275625758,75.42189425515541
0.2700000000000001,21.061664647398366,-0.18082659147366328,14.999999999999998,1.745439524890042,75.43799122941977
0.2800000000000001,21.816110381323828,-0.19281199675765198,14.999999999999998,1.8474181006037496,75.45409302205873
0.2900000000000001,22.570712282230545,-0.20510151980451927,14.999999999999998,1.9508755496493182,75.47019684807717
0.3000000000000001,23.325470364936326,-0.21768662091948365,14.999999999999998,2.0557135002988285,75.48629996097172
0.3100000000000001,24.08038462819417,-0.23055870270457327,14.999999999999998,2.161836591818787,75.50239965455516
0.3200000000000001,24.835455054785946,-0.243709116531836,14.999999999999998,2.2691524053531364,75.51849326471724
0.3300000000000001,25.590681611618894,-0.2571291688084416,14.999999999999998,2.377571396067521,75.53457817111688
0.34000000000000014,26.346064249825705,-0.27081012703850854,14.999999999999998,2.487006826537937,75.55065179880152
0.35000000000000014,27.101602904868788,-0.2847432256863884,14.999999999999998,2.5973747013669,75.56671161974977
0.36000000000000015,27.85729749664928,-0.29891967184604284,14.999999999999998,2.708593703010335,75.58275515433438
0.37000000000000016,28.613147929621295,-0.31333065072105276,14.999999999999998,2.820585128798572,75.59877997270316
0.38000000000000017,29.369154092911774,-0.3279673309197043,14.999999999999998,2.933272829134813,75.61478369607555
0.3900000000000002,30.12531586044634,-0.342820869569506,14.999999999999998,3.0465831468547475,75.63076399795372
0.4000000000000002,30.881633091081373,-0.35788241725540054,14.999999999999998,3.160444857730696,75.64671860524695
0.4100000000000002,31.638105628742597,-0.3731431227858471,14.999999999999998,3.2747891121042527,75.66264529930854
0.4200000000000002,32.39473330257028,-0.3885941377908645,14.999999999999998,3.3895493776311154,75.6785419168854
0.4300000000000002,33.151515927071245,-0.40422662115604047,14.999999999999998,3.5046613831221043,75.69440635097995
0.4400000000000002,33.90845330227769,-0.42003174329643184,14.999999999999998,3.620063063464456,75.71023655162503
0.45000000000000023,34.66554521391297,-0.436000690274198,14.999999999999998,3.735694505607529,75.7260305265723
0.46000000000000024,35.42279143356418,-0.4521246677637336,14.999999999999998,3.8514978955972587,75.74178634189528
0.47000000000000025,36.18019171886169,-0.46839490486798746,14.999999999999998,3.9674174666437034,75.75750212250801
0.48000000000000026,36.93774581366543,-0.4848026577895822,14.999999999999998,4.083399448206443,75.77317605260082
0.49000000000000027,37.695453448257865,-0.5013392133602732,14.999999999999998,4.199392016082265,75.78880637599472
0.5000000000000002,38.453314339543596,-0.5179958924322153,14.999999999999998,4.315345243480038,75.80439139641628
0.5100000000000002,39.21132819125537,-0.5347640531344355,14.999999999999998,4.431211053067767,75.81992947769463
0.5200000000000002,39.969494694166386,-0.5516350939978408,14.999999999999998,4.5469431699768785,75.83541904388282
0.5300000000000002,40.72781352630866,-0.5686004569520231,14.999999999999998,4.6624970757487425,75.85085857930562
0.5400000000000003,41.486284353197306,-0.5856516301970595,14.999999999999998,4.777829963209254,75.86624662853588
0.5500000000000003,42.244906828060515,-0.602780150953439,14.999999999999998,4.892900692256268,75.88158179630182
0.5600000000000003,43.00368059207492,-0.6199776080931876,14.999999999999998,5.007669746546245,75.89686274732767
0.5700000000000003,43.76260527460623,-0.6372356446551989,14.999999999999998,5.122099191065249,75.91208820611006
0.5800000000000003,44.52168049345475,-0.6545459602477206,14.999999999999998,5.236152630570543,75.9272569566325
0.5900000000000003,45.280905855105686,-0.6719003133408865,14.999999999999998,5.349795168888727,75.94236784202066
0.6000000000000003,46.040280954983785,-0.6892905234521266,14.999999999999998,5.462993369056648,75.95741976414084
0.6100000000000003,46.79980537771221,-0.706708473227232,14.999999999999998,5.575715214291283,75.97241168314427
0.6200000000000003,47.55947869737525,-0.7241461104197966,14.999999999999998,5.687930069775248,75.98734261695967
0.6300000000000003,48.31930047778465,-0.7415954497717027,14.999999999999998,5.799608645244342,76.00221164073665
0.6400000000000003,49.07927027274928,-0.7590485747972651,14.999999999999998,5.910722958364145,76.01701788624267
0.6500000000000004,49.839387626347786,-0.7764976394735973,14.999999999999998,6.0212462988823185,76.03176054121573
0.6600000000000004,50.59965207320407,-0.793934869839712,14.999999999999998,6.131153193543882,76.04643884867562
0.6700000000000004,51.360063138765184,-0.8113525655068176,14.999999999999998,6.240419371756433,76.0610521061959
0.6800000000000004,52.12062033958144,-0.828743101082226,14.999999999999998,6.3490217319929645,76.07559966513946
0.6900000000000004,52.881323183588414,-0.846098927509237,14.999999999999998,6.456938308919474,76.09008092985948
0.7000000000000004,53.64217117039059,-0.8634125733253173,14.999999999999998,6.564148241235138,76.10449535686872
0.7100000000000004,54.403163791546376,-0.8806766458408496,14.999999999999998,6.6706317402129525,76.11884245397917
0.7200000000000004,55.16430053085418,-0.8978838322406772,14.999999999999998,6.776370058928537,76.13312177941415
0.7300000000000004,55.92558086463932,-0.9150269006106295,14.999999999999998,6.881345462165286,76.14733294089561
0.7400000000000004,56.687004262041526,-0.9320987008911666,14.999999999999998,6.9855411969842445,76.1614755947082
0.7500000000000004,57.448570185302664,-0.9490921657602422,14.999999999999998,7.088941463946827,76.17554944474259
0.7600000000000005,58.210278090054594,-0.966000311447438,14.999999999999998,7.1915313889790475,76.18955424152006
0.7700000000000005,58.9721274256068,-0.9828162384813841,14.999999999999998,7.293296995865903,76.20348978120012
0.7800000000000005,59.73411763523359,-0.9995331323724393,14.999999999999998,7.394225179364645,76.21735590457332
0.7900000000000005,60.496248156460624,-1.0161442642325638,14.999999999999998,7.494303678926097,76.2311524960411
0.8000000000000005,61.25851842135058,-1.0326429913342774,14.999999999999998,7.593521053012737,76.24487948258437
0.8100000000000005,62.02092785678767,-1.0490227576105613,14.999999999999998,7.691866654003214,76.25853683272264
0.8200000000000005,62.78347588476087,-1.065277094097518,14.999999999999998,7.7893306036723535,76.27212455546545
0.8300000000000005,63.54616192264558,-1.0813996193215707,14.999999999999998,7.885903769236311,76.28564269925758
0.8400000000000005,64.30898538348362,-1.0973840396329462,14.999999999999998,7.981577739952524,76.29909135091971
0.8500000000000005,65.07194567626121,-1.1132241494871467,14.999999999999998,8.076344804264295,76.31247063458596
0.8600000000000005,65.83504220618497,-1.1289138316760832,14.999999999999998,8.170197927479812,76.32578071063993
0.8700000000000006,66.59827437495554,-1.1444470575105068,14.999999999999998,8.263130729975828,76.3390217746502
0.8800000000000006,67.36164158103881,-1.1598178869553395,14.999999999999998,8.355137465916144,76.35219405630711
0.8900000000000006,68.1251432199345,-1.175020468719472,14.999999999999998,8.446213002475332,76.36529781836174
0.9000000000000006,68.88877868444203,-1.1900490403015656,14.999999999999998,8.536352799558019,76.37833335556836
0.9100000000000006,69.65254736492342,-1.2048979279933543,14.999999999999998,8.625552890004558,76.3913009936315
0.9200000000000006,70.41644864956316,-1.2195615468419234,14.999999999999998,8.713809860273672,76.40420108815881
0.9300000000000006,71.18048192462493,-1.234034400572395,14.999999999999998,8.801120831593108,76.41703402362056
0.9400000000000006,71.94464657470496,-1.248311081472431,14.999999999999998,8.887483441569158,76.42980021231678
0.9500000000000006,72.70894198298201,-1.2623862702399238,14.999999999999998,8.972895826246427,76.4425000933531
0.9600000000000006,73.47336753146377,-1.2762547357952247,14.999999999999998,9.05735660260883,76.45513413162605
0.9700000000000006,74.23792260122961,-1.2899113350592175,14.999999999999998,9.140864851513543,76.4677028168185
